node_id,source_count,max_interaction_score,evidence_count,has_biogrid_direct,has_string_direct,is_target,degree,label_string_supported
AKT3,1,953.0,1,0,1,0,65,1
CASP9,1,953.0,1,0,1,0,78,1
KRAS,1,949.0,1,0,1,0,860,1
H4C6,1,947.0,1,0,1,0,248,1
MAPK12,1,946.0,1,0,1,0,59,1
TP53AIP1,1,945.0,1,0,1,0,3,1
MAPK13,1,943.0,1,0,1,0,55,1
PIK3CA,1,941.0,1,0,1,0,138,1
JMY,1,940.0,1,0,1,0,18,1
CASP10,1,939.0,1,0,1,0,33,1
GADD45G,1,937.0,1,0,1,0,30,1
GTSE1,1,933.0,1,0,1,0,100,1
PRKCZ,1,933.0,1,0,1,0,209,1
BIRC5,1,930.0,1,0,1,0,97,1
SUMO4,1,930.0,1,0,1,0,32,1
PERP,1,928.0,1,0,1,0,9,1
CCNE1,1,926.0,1,0,1,0,93,1
SLC2A2,1,926.0,1,0,1,0,8,1
KLF4,1,925.0,1,0,1,0,125,1
SLC25A4,1,925.0,1,0,1,0,88,1
CAPN2,1,924.0,1,0,1,0,70,1
HIPK4,1,918.0,1,0,1,0,21,1
KMT5A,1,916.0,1,0,1,0,39,1
CCNB1,1,914.0,1,0,1,0,196,1
CYCS,1,911.0,1,0,1,0,135,1
DDIT4,1,911.0,1,0,1,0,20,1
ZNF385A,1,910.0,1,0,1,0,10,1
PCBP4,1,909.0,1,0,1,0,14,1
YWHAG,1,909.0,1,0,1,0,354,1
TNFRSF10B,1,908.0,1,0,1,0,63,1
ATG7,1,907.0,1,0,1,0,155,1
MRE11,1,905.0,1,0,1,0,59,1
TP53I3,1,903.0,1,0,1,0,7,1
TPX2,1,903.0,1,0,1,0,133,1
IGFBP3,1,901.0,1,0,1,0,28,1
EZH2,1,899.0,1,0,1,0,738,1
CASP6,1,898.0,1,0,1,0,39,1
TNFRSF10A,1,898.0,1,0,1,0,53,1
H2AX,1,892.0,1,0,1,0,129,1
CCNE2,1,890.0,1,0,1,0,40,1
BTG2,1,888.0,1,0,1,0,17,1
BRAF,1,887.0,1,0,1,0,119,1
FOXO1,1,886.0,1,0,1,0,232,1
SOX2,1,883.0,1,0,1,0,592,1
H4C14,1,880.0,1,0,1,0,121,1
NF1,1,880.0,1,0,1,0,106,1
H3C2,1,879.0,1,0,1,0,93,1
H6PD,1,879.0,1,0,1,0,29,1
INS,1,879.0,1,0,1,0,268,1
SLCO6A1,1,879.0,1,0,1,0,26,1
CASP1,1,876.0,1,0,1,0,69,1
CD44,1,876.0,1,0,1,0,154,1
H2BC12,1,876.0,1,0,1,0,78,1
NRAS,1,876.0,1,0,1,0,221,1
SMAD4,1,875.0,1,0,1,0,211,1
H2BC11,1,874.0,1,0,1,0,115,1
SESN1,1,874.0,1,0,1,0,16,1
FANCC,1,871.0,1,0,1,0,55,1
CCNL2,1,870.0,1,0,1,0,81,1
PRDM1,1,870.0,1,0,1,0,41,1
BCL2L11,1,867.0,1,0,1,0,67,1
H3C3,1,867.0,1,0,1,0,98,1
H3-3B,1,865.0,1,0,1,0,219,1
TNF,1,865.0,1,0,1,0,243,1
GSDME,1,864.0,1,0,1,0,6,1
H3-5,1,864.0,1,0,1,0,160,1
H3-2,1,863.0,1,0,1,0,152,1
H3-4,1,863.0,1,0,1,0,206,1
H3C13,1,863.0,1,0,1,0,257,1
CEBPB,1,862.0,1,0,1,0,683,1
CDC25A,1,861.0,1,0,1,0,114,1
H3C4,1,861.0,1,0,1,0,93,1
H2AC8,1,860.0,1,0,1,0,77,1
H3C10,1,860.0,1,0,1,0,93,1
H3C6,1,859.0,1,0,1,0,99,1
H3C8,1,859.0,1,0,1,0,93,1
NDRG1,1,859.0,1,0,1,0,101,1
CDKN3,1,858.0,1,0,1,0,61,1
H3C1,1,858.0,1,0,1,0,113,1
KMT2C,1,858.0,1,0,1,0,107,1
H3C11,1,857.0,1,0,1,0,93,1
H3C7,1,857.0,1,0,1,0,93,1
KLF6,1,857.0,1,0,1,0,51,1
NANOG,1,857.0,1,0,1,0,150,1
BID,1,856.0,1,0,1,0,86,1
STEAP3,1,856.0,1,0,1,0,35,1
BNIP3L,1,855.0,1,0,1,0,25,1
PLK2,1,855.0,1,0,1,0,24,1
SESN2,1,854.0,1,0,1,0,30,1
CDH1,1,853.0,1,0,1,0,343,1
PIK3R1,1,853.0,1,0,1,0,146,1
MYCN,1,852.0,1,0,1,0,560,1
PGR,1,849.0,1,0,1,0,84,1
IKBIP,1,845.0,1,0,1,0,58,1
ATRIP,1,840.0,1,0,1,0,58,1
MAGEA2B,1,839.0,1,0,1,0,9,1
MMP9,1,838.0,1,0,1,0,66,1
POLB,1,838.0,1,0,1,0,36,1
XIAP,1,836.0,1,0,1,0,132,1
DNMT3A,1,835.0,1,0,1,0,96,1
IFNG,1,834.0,1,0,1,0,76,1
CTCF,1,830.0,1,0,1,0,258,1
DRAM1,1,830.0,1,0,1,0,2,1
H4-16,1,824.0,1,0,1,0,121,1
H4C3,1,824.0,1,0,1,0,121,1
POU5F1,1,824.0,1,0,1,0,218,1
H4C5,1,822.0,1,0,1,0,121,1
H4C9,1,822.0,1,0,1,0,121,1
H4C2,1,821.0,1,0,1,0,121,1
H4C4,1,821.0,1,0,1,0,121,1
PXDN,1,821.0,1,0,1,0,73,1
PXDNL,1,821.0,1,0,1,0,53,1
FADD,1,820.0,1,0,1,0,70,1
H4C1,1,820.0,1,0,1,0,121,1
H4C12,1,820.0,1,0,1,0,121,1
H4C13,1,820.0,1,0,1,0,121,1
H4C15,1,820.0,1,0,1,0,121,1
RUNX1,1,820.0,1,0,1,0,204,1
H4C11,1,819.0,1,0,1,0,121,1
H4C8,1,819.0,1,0,1,0,121,1
ANXA5,1,818.0,1,0,1,0,125,1
LOC102723407,1,813.0,1,0,1,0,26,1
RAD9A,1,813.0,1,0,1,0,68,1
KEAP1,1,810.0,1,0,1,0,153,1
TGFB1,1,809.0,1,0,1,0,187,1
RAD17,1,807.0,1,0,1,0,57,1
CCNK,1,806.0,1,0,1,0,70,1
ATF2,1,805.0,1,0,1,0,143,1
NLRC4,1,802.0,1,0,1,0,17,1
RET,1,801.0,1,0,1,0,91,1
SREBF1,1,801.0,1,0,1,0,82,1
H2AC4,1,800.0,1,0,1,0,67,1
CDK5R1,1,798.0,1,0,1,0,30,1
MYOD1,1,797.0,1,0,1,0,94,1
SESN3,1,796.0,1,0,1,0,8,1
CASP2,1,794.0,1,0,1,0,34,1
RGCC,1,794.0,1,0,1,0,11,1
ABRAXAS2,1,790.0,1,0,1,0,6,1
NOTCH1,1,789.0,1,0,1,0,157,1
COMMD3-BMI1,1,787.0,1,0,1,0,45,1
KRT7,1,787.0,1,0,1,0,48,1
KDM6B,1,786.0,1,0,1,0,80,1
ESR2,1,783.0,1,0,1,0,723,1
IDH2,1,783.0,1,0,1,0,97,1
CNOT3,1,782.0,1,0,1,0,75,1
EGF,1,780.0,1,0,1,0,87,1
BDP1,1,778.0,1,0,1,0,34,1
IL6,1,777.0,1,0,1,0,124,1
CD274,1,776.0,1,0,1,0,213,1
CDK12,1,775.0,1,0,1,0,128,1
MMP7,1,774.0,1,0,1,0,11,1
ALK,1,772.0,1,0,1,0,215,1
PAX8,1,772.0,1,0,1,0,59,1
VDAC1,1,772.0,1,0,1,0,245,1
HLA-A,1,770.0,1,0,1,0,115,1
MGMT,1,770.0,1,0,1,0,77,1
MYB,1,770.0,1,0,1,0,85,1
VENTX,1,770.0,1,0,1,0,14,1
NSD2,1,769.0,1,0,1,0,42,1
TNFRSF10D,1,769.0,1,0,1,0,8,1
GRB2,1,766.0,1,0,1,0,298,1
POU4F1,1,766.0,1,0,1,0,7,1
STMN1,1,766.0,1,0,1,0,82,1
E2F8,1,765.0,1,0,1,0,34,1
ATG5,1,764.0,1,0,1,0,219,1
LGALS4,1,764.0,1,0,1,0,13,1
DICER1,1,762.0,1,0,1,0,107,1
KLK3,1,760.0,1,0,1,0,14,1
PRKN,1,760.0,1,0,1,0,66,1
RBL2,1,760.0,1,0,1,0,64,1
HDAC8,1,756.0,1,0,1,0,60,1
IL10,1,756.0,1,0,1,0,68,1
RABGGTA,1,756.0,1,0,1,0,25,1
STAT5A,1,755.0,1,0,1,0,87,1
FGF2,1,754.0,1,0,1,0,76,1
LMO3,1,754.0,1,0,1,0,25,1
SETD9,1,752.0,1,0,1,0,6,1
DCAF1,1,751.0,1,0,1,0,25,1
MMUT,1,751.0,1,0,1,0,11,1
SIRT3,1,750.0,1,0,1,0,51,1
SRSF2,1,750.0,1,0,1,0,175,1
SIRT6,1,748.0,1,0,1,0,336,1
MUTYH,1,746.0,1,0,1,0,35,1
IGF2,1,745.0,1,0,1,0,37,1
TTC5,1,745.0,1,0,1,0,61,1
POU4F2,1,743.0,1,0,1,0,7,1
HDAC3,1,741.0,1,0,1,0,179,1
IL2,1,741.0,1,0,1,0,59,1
TNFRSF1A,1,741.0,1,0,1,0,105,1
MAP1B,1,740.0,1,0,1,0,254,1
LIN28A,1,739.0,1,0,1,0,148,1
YWHAQ,1,739.0,1,0,1,0,392,1
PALB2,1,738.0,1,0,1,0,75,1
XPA,1,738.0,1,0,1,0,77,1
TXNDC9,1,737.0,1,0,1,0,56,1
EPAS1,1,736.0,1,0,1,0,103,1
FOXA1,1,735.0,1,0,1,0,193,1
ANK1,1,734.0,1,0,1,0,29,1
DLG4,1,734.0,1,0,1,0,51,1
HSPB2,1,733.0,1,0,1,0,68,1
HSPB3,1,733.0,1,0,1,0,32,1
MAF,1,731.0,1,0,1,0,41,1
DMD,1,730.0,1,0,1,0,44,1
GPX4,1,730.0,1,0,1,0,48,1
JAK2,1,728.0,1,0,1,0,92,1
STAT5B,1,728.0,1,0,1,0,88,1
BSG,1,727.0,1,0,1,0,207,1
CD38,1,727.0,1,0,1,0,27,1
CCAR2,1,726.0,1,0,1,0,176,1
H1-0,1,726.0,1,0,1,0,47,1
OGA,1,725.0,1,0,1,0,6,1
CITED2,1,723.0,1,0,1,0,17,1
FLT3,1,722.0,1,0,1,0,111,1
ICAM1,1,722.0,1,0,1,0,168,1
ASXL1,1,721.0,1,0,1,0,175,1
CABIN1,1,721.0,1,0,1,0,40,1
MYD88,1,721.0,1,0,1,0,67,1
HERC1,1,720.0,1,0,1,0,37,1
IGF1,1,720.0,1,0,1,0,70,1
THBS1,1,720.0,1,0,1,0,42,1
H4C7,1,719.0,1,0,1,0,51,1
PHGDH,1,719.0,1,0,1,0,207,1
CSF2,1,718.0,1,0,1,0,40,1
FASLG,1,718.0,1,0,1,0,53,1
FGFR3,1,718.0,1,0,1,0,130,1
IL1B,1,718.0,1,0,1,0,110,1
IL4,1,718.0,1,0,1,0,40,1
UBL4A,1,717.0,1,0,1,0,193,1
SKP2,1,716.0,1,0,1,0,163,1
APP,1,714.0,1,0,1,0,513,1
PPP2CB,1,714.0,1,0,1,0,110,1
TSC2,1,713.0,1,0,1,0,98,1
HUS1,1,712.0,1,0,1,0,69,1
NFYC,1,711.0,1,0,1,0,75,1
NOTCH3,1,710.0,1,0,1,0,36,1
SLC7A11,1,710.0,1,0,1,0,33,1
SERPINB5,1,709.0,1,0,1,0,52,1
EXO1,1,708.0,1,0,1,0,125,1
ZMAT3,1,708.0,1,0,1,0,11,1
MAGEA3,1,707.0,1,0,1,0,67,1
HK2,1,706.0,1,0,1,0,63,1
CD4,1,703.0,1,0,1,0,123,1
RCOR1,1,703.0,1,0,1,0,246,1
IRS1,1,702.0,1,0,1,0,100,1
NOP53,1,702.0,1,0,1,0,64,1
KHDRBS1,1,701.0,1,0,1,0,189,1
CD34,1,700.0,1,0,1,0,37,1
PRKCA,1,700.0,1,0,1,0,143,1
RPS6KB1,1,700.0,1,0,1,0,104,1
AAGAB,1,0.0,1,1,0,0,11,0
AARS,1,0.0,1,1,0,0,87,0
AASDH,1,0.0,1,1,0,0,10,0
AATF,1,0.0,1,1,0,0,189,0
AATK,1,0.0,1,1,0,0,62,0
ABCA12,1,0.0,1,1,0,0,7,0
ABCE1,1,0.0,1,1,0,0,241,0
ABCF1,1,0.0,1,1,0,0,133,0
ABCF2,1,0.0,1,1,0,0,116,0
ABHD16B,1,0.0,1,1,0,0,3,0
ABR,1,0.0,1,1,0,0,21,0
ACACA,1,0.0,1,1,0,0,212,0
ACAD10,1,0.0,1,1,0,0,20,0
ACADM,1,0.0,1,1,0,0,63,0
ACBD3,1,0.0,1,1,0,0,89,0
ACE2,1,0.0,1,1,0,0,521,0
ACKR3,1,0.0,1,1,0,0,11,0
ACLY,1,0.0,1,1,0,0,172,0
ACO2,1,0.0,1,1,0,0,112,0
ACSL4,1,0.0,1,1,0,0,62,0
ACTA2,1,0.0,1,1,0,0,115,0
ACTBL2,1,0.0,1,1,0,0,112,0
ACTG1,1,0.0,1,1,0,0,222,0
ACTN4,1,0.0,1,1,0,0,196,0
ACTR3,1,0.0,1,1,0,0,140,0
ACVR1C,1,0.0,1,1,0,0,5,0
ADAM28,1,0.0,1,1,0,0,4,0
ADAM9,1,0.0,1,1,0,0,22,0
ADAR,1,0.0,1,1,0,0,174,0
ADCK5,1,0.0,1,1,0,0,4,0
ADD1,1,0.0,1,1,0,0,78,0
ADD3,1,0.0,1,1,0,0,57,0
ADH5,1,0.0,1,1,0,0,29,0
ADNP,1,0.0,1,1,0,0,99,0
ADO,1,0.0,1,1,0,0,4,0
AGBL2,1,0.0,1,1,0,0,4,0
AGGF1,1,0.0,1,1,0,0,22,0
AGPAT6,1,0.0,1,1,0,0,27,0
AGT,1,0.0,1,1,0,0,31,0
AGTPBP1,1,0.0,1,1,0,0,27,0
AGTRAP,1,0.0,1,1,0,0,29,0
AHCTF1,1,0.0,1,1,0,0,73,0
AHCY,1,0.0,1,1,0,0,154,0
AHNAK,1,0.0,1,1,0,0,143,0
AIFM1,1,0.0,1,1,0,0,221,0
AIP,1,0.0,1,1,0,0,59,0
AIPL1,1,0.0,1,1,0,0,16,0
AKAP12,1,0.0,1,1,0,0,59,0
AKAP5,1,0.0,1,1,0,0,25,0
AKAP8L,1,0.0,1,1,0,0,118,0
AKR1A1,1,0.0,1,1,0,0,25,0
ALDH18A1,1,0.0,1,1,0,0,103,0
ALG6,1,0.0,1,1,0,0,11,0
ALKBH5,1,0.0,1,1,0,0,38,0
ALYREF,1,0.0,1,1,0,0,227,0
ANAPC2,1,0.0,1,1,0,0,118,0
ANG,1,0.0,1,1,0,0,6,0
ANKRD2,1,0.0,1,1,0,0,6,0
ANKRD26,1,0.0,1,1,0,0,50,0
ANKRD27,1,0.0,1,1,0,0,17,0
ANKRD36C,1,0.0,1,1,0,0,6,0
ANKRD49,1,0.0,1,1,0,0,21,0
ANP32E,1,0.0,1,1,0,0,69,0
ANXA11,1,0.0,1,1,0,0,48,0
ANXA3,1,0.0,1,1,0,0,15,0
ANXA7,1,0.0,1,1,0,0,81,0
AP1B1,1,0.0,1,1,0,0,79,0
AP1G1,1,0.0,1,1,0,0,66,0
AP2B1,1,0.0,1,1,0,0,148,0
AP3B1,1,0.0,1,1,0,0,83,0
AP3B2,1,0.0,1,1,0,0,15,0
AP3D1,1,0.0,1,1,0,0,82,0
APBB2,1,0.0,1,1,0,0,20,0
APC,1,0.0,1,1,0,0,141,0
APEH,1,0.0,1,1,0,0,38,0
APEX2,1,0.0,1,1,0,0,23,0
APOH,1,0.0,1,1,0,0,14,0
APPL1,1,0.0,1,1,0,0,77,0
APTX,1,0.0,1,1,0,0,36,0
ARAF,1,0.0,1,1,0,0,220,0
ARG1,1,0.0,1,1,0,0,79,0
ARGLU1,1,0.0,1,1,0,0,81,0
ARHGAP20,1,0.0,1,1,0,0,11,0
ARHGAP33,1,0.0,1,1,0,0,3,0
ARHGAP5,1,0.0,1,1,0,0,27,0
ARHGEF17,1,0.0,1,1,0,0,20,0
ARHGEF26,1,0.0,1,1,0,0,13,0
ARHGEF4,1,0.0,1,1,0,0,30,0
ARID3B,1,0.0,1,1,0,0,51,0
ARID5B,1,0.0,1,1,0,0,33,0
ARIH2,1,0.0,1,1,0,0,166,0
ARL14EPL,1,0.0,1,1,0,0,1,0
ARL3,1,0.0,1,1,0,0,25,0
ARL6IP1,1,0.0,1,1,0,0,94,0
ARL6IP4,1,0.0,1,1,0,0,53,0
ARL6IP5,1,0.0,1,1,0,0,51,0
ARMCX5,1,0.0,1,1,0,0,9,0
ARNT,1,0.0,1,1,0,0,134,0
ARPP21,1,0.0,1,1,0,0,1,0
ARRB1,1,0.0,1,1,0,0,155,0
ARRDC1,1,0.0,1,1,0,0,27,0
ASF1A,1,0.0,1,1,0,0,149,0
ASH2L,1,0.0,1,1,0,0,173,0
ASPH,1,0.0,1,1,0,0,91,0
ASPM,1,0.0,1,1,0,0,89,0
ASTL,1,0.0,1,1,0,0,4,0
ATF7IP,1,0.0,1,1,0,0,48,0
ATIC,1,0.0,1,1,0,0,92,0
ATN1,1,0.0,1,1,0,0,66,0
ATP1A1,1,0.0,1,1,0,0,260,0
ATP2A2,1,0.0,1,1,0,0,146,0
ATP2C1,1,0.0,1,1,0,0,20,0
ATP5A1,1,0.0,1,1,0,0,265,0
ATP5O,1,0.0,1,1,0,0,129,0
ATP6V0A1,1,0.0,1,1,0,0,41,0
ATP8A2,1,0.0,1,1,0,0,3,0
ATXN3,1,0.0,1,1,0,0,255,0
AZGP1,1,0.0,1,1,0,0,50,0
B4GALT7,1,0.0,1,1,0,0,15,0
BAAT,1,0.0,1,1,0,0,12,0
BABAM1,1,0.0,1,1,0,0,44,0
BACH1,1,0.0,1,1,0,0,49,0
BACH2,1,0.0,1,1,0,0,29,0
BAG6,1,0.0,1,1,0,0,166,0
BAIAP2L1,1,0.0,1,1,0,0,50,0
BAP1,1,0.0,1,1,0,0,618,0
BAZ1B,1,0.0,1,1,0,0,114,0
BBS7,1,0.0,1,1,0,0,30,0
BCAP31,1,0.0,1,1,0,0,158,0
BCAS3,1,0.0,1,1,0,0,47,0
BCCIP,1,0.0,1,1,0,0,83,0
BCL2L12,1,0.0,1,1,0,0,19,0
BCOR,1,0.0,1,1,0,0,133,0
BCORL1,1,0.0,1,1,0,0,43,0
BCR,1,0.0,1,1,0,0,105,0
BDKRB1,1,0.0,1,1,0,0,13,0
BHLHE40,1,0.0,1,1,0,0,45,0
BICD1,1,0.0,1,1,0,0,87,0
BIRC3,1,0.0,1,1,0,0,640,0
BIRC6,1,0.0,1,1,0,0,77,0
BLMH,1,0.0,1,1,0,0,63,0
BMP1,1,0.0,1,1,0,0,19,0
BMS1,1,0.0,1,1,0,0,168,0
BNC2,1,0.0,1,1,0,0,7,0
BOP1,1,0.0,1,1,0,0,165,0
BPTF,1,0.0,1,1,0,0,119,0
BRAP,1,0.0,1,1,0,0,51,0
BRCC3,1,0.0,1,1,0,0,92,0
BRD2,1,0.0,1,1,0,0,196,0
BRD3,1,0.0,1,1,0,0,187,0
BRD8,1,0.0,1,1,0,0,70,0
BRDT,1,0.0,1,1,0,0,48,0
BRE,1,0.0,1,1,0,0,49,0
BRF1,1,0.0,1,1,0,0,54,0
BRINP1,1,0.0,1,1,0,0,19,0
BRSK2,1,0.0,1,1,0,0,12,0
BTBD2,1,0.0,1,1,0,0,32,0
BTF3,1,0.0,1,1,0,0,385,0
BTK,1,0.0,1,1,0,0,63,0
C10ORF90,1,0.0,1,1,0,0,7,0
C11ORF30,1,0.0,1,1,0,0,72,0
C11ORF68,1,0.0,1,1,0,0,7,0
C12ORF49,1,0.0,1,1,0,0,63,0
C12ORF5,1,0.0,1,1,0,0,24,0
C14ORF37,1,0.0,1,1,0,0,3,0
C14ORF80,1,0.0,1,1,0,0,22,0
C15ORF39,1,0.0,1,1,0,0,29,0
C16ORF59,1,0.0,1,1,0,0,5,0
C16ORF72,1,0.0,1,1,0,0,295,0
C18ORF21,1,0.0,1,1,0,0,41,0
C18ORF25,1,0.0,1,1,0,0,45,0
C19ORF38,1,0.0,1,1,0,0,15,0
C19ORF40,1,0.0,1,1,0,0,12,0
C19ORF44,1,0.0,1,1,0,0,10,0
C19ORF47,1,0.0,1,1,0,0,15,0
C1ORF111,1,0.0,1,1,0,0,7,0
C1ORF27,1,0.0,1,1,0,0,28,0
C1ORF86,1,0.0,1,1,0,0,16,0
C2ORF44,1,0.0,1,1,0,0,49,0
C4B,1,0.0,1,1,0,0,9,0
C4BPB,1,0.0,1,1,0,0,4,0
C4ORF32,1,0.0,1,1,0,0,17,0
C6ORF201,1,0.0,1,1,0,0,6,0
C9ORF78,1,0.0,1,1,0,0,228,0
CAB39,1,0.0,1,1,0,0,27,0
CABLES2,1,0.0,1,1,0,0,9,0
CAD,1,0.0,1,1,0,0,227,0
CADM2,1,0.0,1,1,0,0,2,0
CADM4,1,0.0,1,1,0,0,10,0
CAGE1,1,0.0,1,1,0,0,9,0
CALD1,1,0.0,1,1,0,0,112,0
CANX,1,0.0,1,1,0,0,323,0
CAP2,1,0.0,1,1,0,0,27,0
CAPG,1,0.0,1,1,0,0,32,0
CAPN7,1,0.0,1,1,0,0,14,0
CAPN8,1,0.0,1,1,0,0,5,0
CAPZA1,1,0.0,1,1,0,0,175,0
CAPZB,1,0.0,1,1,0,0,480,0
CASC5,1,0.0,1,1,0,0,46,0
CASP14,1,0.0,1,1,0,0,72,0
CAT,1,0.0,1,1,0,0,70,0
CBL,1,0.0,1,1,0,0,211,0
CBLB,1,0.0,1,1,0,0,42,0
CBLC,1,0.0,1,1,0,0,37,0
CBX4,1,0.0,1,1,0,0,122,0
CC2D2B,1,0.0,1,1,0,0,2,0
CCAR1,1,0.0,1,1,0,0,98,0
CCDC174,1,0.0,1,1,0,0,12,0
CCDC175,1,0.0,1,1,0,0,2,0
CCDC3,1,0.0,1,1,0,0,4,0
CCDC54,1,0.0,1,1,0,0,2,0
CCDC6,1,0.0,1,1,0,0,118,0
CCDC86,1,0.0,1,1,0,0,80,0
CCDC91,1,0.0,1,1,0,0,12,0
CCL18,1,0.0,1,1,0,0,9,0
CCNF,1,0.0,1,1,0,0,832,0
CCNL1,1,0.0,1,1,0,0,29,0
CCNT1,1,0.0,1,1,0,0,136,0
CCT6B,1,0.0,1,1,0,0,74,0
CD2BP2,1,0.0,1,1,0,0,110,0
CD47,1,0.0,1,1,0,0,24,0
CD69,1,0.0,1,1,0,0,17,0
CD81,1,0.0,1,1,0,0,141,0
CDC123,1,0.0,1,1,0,0,623,0
CDC14A,1,0.0,1,1,0,0,63,0
CDC14B,1,0.0,1,1,0,0,62,0
CDC20,1,0.0,1,1,0,0,185,0
CDC23,1,0.0,1,1,0,0,115,0
CDC7,1,0.0,1,1,0,0,78,0
CDCA4,1,0.0,1,1,0,0,17,0
CDIPT,1,0.0,1,1,0,0,60,0
CDK11A,1,0.0,1,1,0,0,93,0
CDK11B,1,0.0,1,1,0,0,88,0
CDKL2,1,0.0,1,1,0,0,31,0
CDKN2AIP,1,0.0,1,1,0,0,67,0
CDS2,1,0.0,1,1,0,0,21,0
CDY1,1,0.0,1,1,0,0,21,0
CEBPZ,1,0.0,1,1,0,0,161,0
CECR2,1,0.0,1,1,0,0,31,0
CELA2B,1,0.0,1,1,0,0,14,0
CENPA,1,0.0,1,1,0,0,224,0
CENPE,1,0.0,1,1,0,0,72,0
CENPH,1,0.0,1,1,0,0,48,0
CENPJ,1,0.0,1,1,0,0,82,0
CEP120,1,0.0,1,1,0,0,38,0
CEP128,1,0.0,1,1,0,0,102,0
CEP135,1,0.0,1,1,0,0,77,0
CEP152,1,0.0,1,1,0,0,67,0
CEP164,1,0.0,1,1,0,0,49,0
CEP170B,1,0.0,1,1,0,0,34,0
CEP192,1,0.0,1,1,0,0,82,0
CEP295,1,0.0,1,1,0,0,33,0
CEP350,1,0.0,1,1,0,0,74,0
CEP55,1,0.0,1,1,0,0,124,0
CEPT1,1,0.0,1,1,0,0,33,0
CETP,1,0.0,1,1,0,0,5,0
CFTR,1,0.0,1,1,0,0,512,0
CGNL1,1,0.0,1,1,0,0,30,0
CHD7,1,0.0,1,1,0,0,77,0
CHD8,1,0.0,1,1,0,0,106,0
CHM,1,0.0,1,1,0,0,13,0
CHMP4B,1,0.0,1,1,0,0,315,0
CHORDC1,1,0.0,1,1,0,0,49,0
CHPT1,1,0.0,1,1,0,0,12,0
CHRFAM7A,1,0.0,1,1,0,0,2,0
CHST9,1,0.0,1,1,0,0,4,0
CIC,1,0.0,1,1,0,0,350,0
CIRH1A,1,0.0,1,1,0,0,79,0
CIT,1,0.0,1,1,0,0,580,0
CKAP2,1,0.0,1,1,0,0,68,0
CKAP2L,1,0.0,1,1,0,0,26,0
CKAP4,1,0.0,1,1,0,0,196,0
CKS2,1,0.0,1,1,0,0,33,0
CLCA3P,1,0.0,1,1,0,0,1,0
CLCN7,1,0.0,1,1,0,0,31,0
CLDND2,1,0.0,1,1,0,0,3,0
CLEC4D,1,0.0,1,1,0,0,91,0
CLEC4E,1,0.0,1,1,0,0,110,0
CLIP2,1,0.0,1,1,0,0,14,0
CLK3,1,0.0,1,1,0,0,83,0
CLPB,1,0.0,1,1,0,0,83,0
CLPTM1,1,0.0,1,1,0,0,32,0
CLSPN,1,0.0,1,1,0,0,83,0
CLTA,1,0.0,1,1,0,0,154,0
CLTB,1,0.0,1,1,0,0,73,0
CLTC,1,0.0,1,1,0,0,297,0
CLUAP1,1,0.0,1,1,0,0,69,0
CLUH,1,0.0,1,1,0,0,51,0
CMTM6,1,0.0,1,1,0,0,12,0
CMTR1,1,0.0,1,1,0,0,135,0
CNBP,1,0.0,1,1,0,0,158,0
CNIH3,1,0.0,1,1,0,0,4,0
CNIH4,1,0.0,1,1,0,0,12,0
CNKSR2,1,0.0,1,1,0,0,11,0
CNTD1,1,0.0,1,1,0,0,3,0
CNTRL,1,0.0,1,1,0,0,80,0
COA1,1,0.0,1,1,0,0,7,0
COL14A1,1,0.0,1,1,0,0,20,0
